Palavra_Chave,Frequencia,Offset,Timestamp_Coleta
Aculturação,6,450,2025-12-30T15:50:03.387761
Aculturação - índios,1,450,2025-12-30T15:50:03.387761
Acumulação capitalista,1,450,2025-12-30T15:50:03.387761
Acumulação de capital,7,450,2025-12-30T15:50:03.387761
Acupuntura,5,450,2025-12-30T15:50:03.387761
Acurácia,3,450,2025-12-30T15:50:03.387761
Acurácia de dados,1,450,2025-12-30T15:50:03.387761
Acústica,25,450,2025-12-30T15:50:03.387761
Acústica - propriedades,2,450,2025-12-30T15:50:03.387761
Acústica arquitetônica,4,450,2025-12-30T15:50:03.387761
Acústica da fala,1,450,2025-12-30T15:50:03.387761
Acústica da voz,2,450,2025-12-30T15:50:03.387761
Acústica linear,1,450,2025-12-30T15:50:03.387761
Acústica não linear,2,450,2025-12-30T15:50:03.387761
Acústica urbana,1,450,2025-12-30T15:50:03.387761
ADAM17,3,450,2025-12-30T15:50:03.387761
Adamantano,1,450,2025-12-30T15:50:03.387761
"Adams, John, 1735-1826",1,450,2025-12-30T15:50:03.387761
Adaptabilidade,4,450,2025-12-30T15:50:03.387761
Adaptabilidade (Psicologia),4,450,2025-12-30T15:50:03.387761
Adaptabilidade e estabilidade,1,450,2025-12-30T15:50:03.387761
Adaptable IoT,1,450,2025-12-30T15:50:03.387761
Adaptação,15,450,2025-12-30T15:50:03.387761
Adaptação  predial,1,450,2025-12-30T15:50:03.387761
Adaptação (Biologia),10,450,2025-12-30T15:50:03.387761
Adaptação (Biologia) - bovino - genética animal,1,450,2025-12-30T15:50:03.387761
Adaptação a ambiente hostil,1,450,2025-12-30T15:50:03.387761
Adaptação acústica,1,450,2025-12-30T15:50:03.387761
Adaptação cinematográfica,3,450,2025-12-30T15:50:03.387761
Adaptação climática,1,450,2025-12-30T15:50:03.387761
Adaptação cultural,3,450,2025-12-30T15:50:03.387761
Adaptação de domínio,1,450,2025-12-30T15:50:03.387761
Adaptação de enlace,1,450,2025-12-30T15:50:03.387761
Adaptação de escala,1,450,2025-12-30T15:50:03.387761
Adaptação de instrumento,1,450,2025-12-30T15:50:03.387761
Adaptação de testes psicológicos,1,450,2025-12-30T15:50:03.387761
Adaptação dramatúrgica,1,450,2025-12-30T15:50:03.387761
Adaptação escolar,1,450,2025-12-30T15:50:03.387761
Adaptação evolutiva,1,450,2025-12-30T15:50:03.387761
Adaptação holomórfica,1,450,2025-12-30T15:50:03.387761
Adaptação literária,5,450,2025-12-30T15:50:03.387761
Adaptação muscular,1,450,2025-12-30T15:50:03.387761
Adaptação psicológica,2,450,2025-12-30T15:50:03.387761
Adaptação social,1,450,2025-12-30T15:50:03.387761
Adaptação teatral,1,450,2025-12-30T15:50:03.387761
Adaptação transcultural,4,450,2025-12-30T15:50:03.387761
Adaptacionismo,1,500,2025-12-30T15:50:07.484927
Adaptive control,1,500,2025-12-30T15:50:07.484927
Adatoms,1,500,2025-12-30T15:50:07.484927
Added Damping and Stiffness (ADAS),1,500,2025-12-30T15:50:07.484927
Adenocarcinoma,4,500,2025-12-30T15:50:07.484927
Adenocarcinoma mamário,2,500,2025-12-30T15:50:07.484927
Adenocarcinoma pancreático,1,500,2025-12-30T15:50:07.484927
Adenocarcinoma pancreático ductal,2,500,2025-12-30T15:50:07.484927
Adenocrcinoma de próstata,3,500,2025-12-30T15:50:07.484927
Adenoma,1,500,2025-12-30T15:50:07.484927
Adenoma folicular,1,500,2025-12-30T15:50:07.484927
Adenoma hipofisário,3,500,2025-12-30T15:50:07.484927
Adenoma não-funcionante,2,500,2025-12-30T15:50:07.484927
Adenomas hipofisários,4,500,2025-12-30T15:50:07.484927
Adenosina deaminase,1,500,2025-12-30T15:50:07.484927
Adenosina monofosfato cíclico,1,500,2025-12-30T15:50:07.484927
Adenosinatrifosfatases (ATPase),1,500,2025-12-30T15:50:07.484927
Adenovírus,1,500,2025-12-30T15:50:07.484927
Adensamento,6,500,2025-12-30T15:50:07.484927
Adensamento estratégico,1,500,2025-12-30T15:50:07.484927
Adequabilidade de hábitat,2,500,2025-12-30T15:50:07.484927
Adequabilidade de produtos financeiros,1,500,2025-12-30T15:50:07.484927
Adequação,1,500,2025-12-30T15:50:07.484927
Adequação curricular,2,500,2025-12-30T15:50:07.484927
Adequação das consequências,1,500,2025-12-30T15:50:07.484927
Adequação de receita,1,500,2025-12-30T15:50:07.484927
Adequação sociotécnica,1,500,2025-12-30T15:50:07.484927
Aderência,1,500,2025-12-30T15:50:07.484927
Aderência pneu-pavimento,1,500,2025-12-30T15:50:07.484927
Adesão a medicamentos,5,500,2025-12-30T15:50:07.484927
Adesão ao tratamento,5,500,2025-12-30T15:50:07.484927
Adesão dentária,1,500,2025-12-30T15:50:07.484927
Adesão dentinária,1,500,2025-12-30T15:50:07.484927
Adesina,1,500,2025-12-30T15:50:07.484927
Adesivo de base cimentícia,2,500,2025-12-30T15:50:07.484927
Adesivos,2,500,2025-12-30T15:50:07.484927
Adesivos dentinários,11,500,2025-12-30T15:50:07.484927
Adesivos dentinários - solventes,2,500,2025-12-30T15:50:07.484927
Adesivos naturais,2,500,2025-12-30T15:50:07.484927
Adição,1,500,2025-12-30T15:50:07.484927
Adição de Michael,1,500,2025-12-30T15:50:07.484927
"Adichie, Chimamanda Ngozi, 1977- crítica e interpretação",5,500,2025-12-30T15:50:07.484927
Adições nucleofílicas,1,500,2025-12-30T15:50:07.484927
Adipogênese,4,500,2025-12-30T15:50:07.484927
Adipômetro,1,500,2025-12-30T15:50:07.484927
Adiposidade corporal,1,500,2025-12-30T15:50:07.484927
Aditivo biopolimérico,1,500,2025-12-30T15:50:07.484927
Aditivo incorporador de ar,1,500,2025-12-30T15:50:07.484927
Aditivo redutor de permeabilidade,1,500,2025-12-30T15:50:07.484927
Aditivos,8,500,2025-12-30T15:50:07.484927
Aditivos químicos,1,550,2025-12-30T15:50:11.578193
Aditivos retentores de água,1,550,2025-12-30T15:50:11.578193
Aditivos superplastificantes,2,550,2025-12-30T15:50:11.578193
Adjetivos - língua portuguesa,1,550,2025-12-30T15:50:11.578193
Adjunto,1,550,2025-12-30T15:50:11.578193
Adjuntos cervejeiros,1,550,2025-12-30T15:50:11.578193
ADMET,1,550,2025-12-30T15:50:11.578193
Administração,15,550,2025-12-30T15:50:11.578193
Administração - gerência,2,550,2025-12-30T15:50:11.578193
Administração - participação dos empregados,1,550,2025-12-30T15:50:11.578193
Administração - realidade virtual,1,550,2025-12-30T15:50:11.578193
Administração - segurança pública,1,550,2025-12-30T15:50:11.578193
Administração ambiental,2,550,2025-12-30T15:50:11.578193
Administração corporativa,2,550,2025-12-30T15:50:11.578193
Administração da emergência,2,550,2025-12-30T15:50:11.578193
Administração da justiça,10,550,2025-12-30T15:50:11.578193
Administração da produção,1,550,2025-12-30T15:50:11.578193
Administração de conflitos,2,550,2025-12-30T15:50:11.578193
Administração de empresas,26,550,2025-12-30T15:50:11.578193
Administração de empresas - financiamento,1,550,2025-12-30T15:50:11.578193
Administração de empresas - inovações tecnológicas,1,550,2025-12-30T15:50:11.578193
Administração de empresas - negócios,1,550,2025-12-30T15:50:11.578193
Administração de empresas - relatórios,1,550,2025-12-30T15:50:11.578193
Administração de empresas - Rio Grande do Norte (RN),1,550,2025-12-30T15:50:11.578193
Administração de empresas - turismo,1,550,2025-12-30T15:50:11.578193
Administração de hotéis,1,550,2025-12-30T15:50:11.578193
Administração de pessoal,27,550,2025-12-30T15:50:11.578193
Administração de pessoal - Brasil,1,550,2025-12-30T15:50:11.578193
Administração de pessoal - desempenho,1,550,2025-12-30T15:50:11.578193
Administração de produto,3,550,2025-12-30T15:50:11.578193
Administração de projetos,9,550,2025-12-30T15:50:11.578193
Administração de recursos humanos,2,550,2025-12-30T15:50:11.578193
Administração de rede,1,550,2025-12-30T15:50:11.578193
Administração de risco,16,550,2025-12-30T15:50:11.578193
Administração de riscos,1,550,2025-12-30T15:50:11.578193
Administração de stakeholders,1,550,2025-12-30T15:50:11.578193
Administração em saúde,3,550,2025-12-30T15:50:11.578193
Administração escolar,2,550,2025-12-30T15:50:11.578193
Administração estratégica,1,550,2025-12-30T15:50:11.578193
Administração federal,3,550,2025-12-30T15:50:11.578193
Administração federal - Brasil,3,550,2025-12-30T15:50:11.578193
Administração financeira,7,550,2025-12-30T15:50:11.578193
Administração hospitalar,3,550,2025-12-30T15:50:11.578193
Administração local,1,550,2025-12-30T15:50:11.578193
Administração local - Brasil,1,550,2025-12-30T15:50:11.578193
Administração municipal,11,550,2025-12-30T15:50:11.578193
Administração municipal - avaliação - Brasil,1,550,2025-12-30T15:50:11.578193
Administração policial,2,550,2025-12-30T15:50:11.578193
Administração pública,195,550,2025-12-30T15:50:11.578193
Administração pública - auditoria interna,1,550,2025-12-30T15:50:11.578193
Administração pública - Brasil,52,600,2025-12-30T15:50:16.084502
Administração pública - Brasil - planejamento,2,600,2025-12-30T15:50:16.084502
Administração pública - desenvolvimento organizacional,2,600,2025-12-30T15:50:16.084502
Administração pública - memória organizacional,1,600,2025-12-30T15:50:16.084502
Administração pública - participação do cidadão,3,600,2025-12-30T15:50:16.084502
Administração pública - sustentabilidade,1,600,2025-12-30T15:50:16.084502
Administração pública federal,4,600,2025-12-30T15:50:16.084502
Administração rural,2,600,2025-12-30T15:50:16.084502
Administração rural - frigoríficos,1,600,2025-12-30T15:50:16.084502
Administração territorial,1,600,2025-12-30T15:50:16.084502
Administração tópica,1,600,2025-12-30T15:50:16.084502
Administração tributária,4,600,2025-12-30T15:50:16.084502
Administrador - pesquisa,1,600,2025-12-30T15:50:16.084502
Administradores,1,600,2025-12-30T15:50:16.084502
Administradores de banco de dados,1,600,2025-12-30T15:50:16.084502
Administradores escolares,3,600,2025-12-30T15:50:16.084502
Adminsitração pública,1,600,2025-12-30T15:50:16.084502
Admissão hospitalar,1,600,2025-12-30T15:50:16.084502
Admitância shunt,1,600,2025-12-30T15:50:16.084502
Adobe,2,600,2025-12-30T15:50:16.084502
Adoçantes,1,600,2025-12-30T15:50:16.084502
Adoção,5,600,2025-12-30T15:50:16.084502
Adoção - aspectos psicológicos,2,600,2025-12-30T15:50:16.084502
Adoção - estudo psicossocial,1,600,2025-12-30T15:50:16.084502
Adoções internacionais,1,600,2025-12-30T15:50:16.084502
Adoecimento no trabalho,2,600,2025-12-30T15:50:16.084502
Adoecimentos,2,600,2025-12-30T15:50:16.084502
Adolescência,64,600,2025-12-30T15:50:16.084502
Adolescência - aspectos psicológicos,20,600,2025-12-30T15:50:16.084502
Adolescência - delinquência juvenil,3,600,2025-12-30T15:50:16.084502
Adolescência - saúde mental,2,600,2025-12-30T15:50:16.084502
Adolescências,1,600,2025-12-30T15:50:16.084502
Adolescente em conflito com a lei,2,600,2025-12-30T15:50:16.084502
Adolescente ofensor sexual,1,600,2025-12-30T15:50:16.084502
Adolescentes,155,600,2025-12-30T15:50:16.084502
Adolescentes (Meninas),4,600,2025-12-30T15:50:16.084502
Adolescentes - análise do discurso,2,600,2025-12-30T15:50:16.084502
Adolescentes - aspectos sociais,1,600,2025-12-30T15:50:16.084502
Adolescentes - atos ilícitos,9,600,2025-12-30T15:50:16.084502
Adolescentes - comportamento sexual,2,600,2025-12-30T15:50:16.084502
Adolescentes - crescimento,1,600,2025-12-30T15:50:16.084502
Adolescentes - cuidados médicos,1,600,2025-12-30T15:50:16.084502
Adolescentes - deficientes - Goiás (Estado),1,600,2025-12-30T15:50:16.084502
Adolescentes - direitos,1,600,2025-12-30T15:50:16.084502
Adolescentes - direitos humanos,5,600,2025-12-30T15:50:16.084502
Adolescentes - Distrito Federal (Brasil),2,600,2025-12-30T15:50:16.084502
Adolescentes - drogas - abuso,7,600,2025-12-30T15:50:16.084502
Adolescentes - educação,4,600,2025-12-30T15:50:16.084502
Adolescentes - educação moral,1,600,2025-12-30T15:50:16.084502
Adolescentes - escolarização,2,600,2025-12-30T15:50:16.084502
Adolescentes - hipertensão arterial,1,650,2025-12-30T15:50:20.185038
Adolescentes - identidade,5,650,2025-12-30T15:50:20.185038
Adolescentes - infração,8,650,2025-12-30T15:50:20.185038
Adolescentes - linguagem,2,650,2025-12-30T15:50:20.185038
Adolescentes - mídia digital,2,650,2025-12-30T15:50:20.185038
Adolescentes - nutrição,15,650,2025-12-30T15:50:20.185038
Adolescentes - queimaduras,1,650,2025-12-30T15:50:20.185038
Adolescentes - reabilitação,1,650,2025-12-30T15:50:20.185038
Adolescentes - saúde - Distrito Federal (Brasil),2,650,2025-12-30T15:50:20.185038
Adolescentes - saúde e higiene,9,650,2025-12-30T15:50:20.185038
Adolescentes - trabalho,1,650,2025-12-30T15:50:20.185038
Adolescentes adotados,1,650,2025-12-30T15:50:20.185038
Adolescentes e violência,1,650,2025-12-30T15:50:20.185038
Adolescentes em conflito com a lei,3,650,2025-12-30T15:50:20.185038
Adolescentes em privação de liberdade,3,650,2025-12-30T15:50:20.185038
Adolescentes limítrofes,1,650,2025-12-30T15:50:20.185038
Adolescentes maltratados sexualmente,1,650,2025-12-30T15:50:20.185038
Adonias Filho,1,650,2025-12-30T15:50:20.185038
Adoração dos Magos - pintura,1,650,2025-12-30T15:50:20.185038
"Adorno, Theodor W., 1903-1969",8,650,2025-12-30T15:50:20.185038
Adornos,1,650,2025-12-30T15:50:20.185038
Adotados internacionais,1,650,2025-12-30T15:50:20.185038
Adrenalectomia,1,650,2025-12-30T15:50:20.185038
ADSL,1,650,2025-12-30T15:50:20.185038
Adsorção,29,650,2025-12-30T15:50:20.185038
Adsorção de gás,2,650,2025-12-30T15:50:20.185038
Adsorção de oxigênio,1,650,2025-12-30T15:50:20.185038
Adsorção iônica,1,650,2025-12-30T15:50:20.185038
Adsorvente,1,650,2025-12-30T15:50:20.185038
Adsorventes alternativos,2,650,2025-12-30T15:50:20.185038
Adubação,13,650,2025-12-30T15:50:20.185038
Adubação foliar,1,650,2025-12-30T15:50:20.185038
Adubação fosfatada,2,650,2025-12-30T15:50:20.185038
Adubação nitrogenada,7,650,2025-12-30T15:50:20.185038
Adubação orgânica,9,650,2025-12-30T15:50:20.185038
Adubação parcelada,1,650,2025-12-30T15:50:20.185038
Adubação potássica,1,650,2025-12-30T15:50:20.185038
Adubação verde,2,650,2025-12-30T15:50:20.185038
Adubos e fertilizantes,32,650,2025-12-30T15:50:20.185038
Adubos e fertilizantes - matéria orgânica,2,650,2025-12-30T15:50:20.185038
Adubos verdes,4,650,2025-12-30T15:50:20.185038
Adulteração de combustível,1,650,2025-12-30T15:50:20.185038
Adultério,1,650,2025-12-30T15:50:20.185038
Adultos,17,650,2025-12-30T15:50:20.185038
Adultos - Brasil,2,650,2025-12-30T15:50:20.185038
Adultos - fisionomia,1,650,2025-12-30T15:50:20.185038
Adutora,1,650,2025-12-30T15:50:20.185038
Adutos,4,650,2025-12-30T15:50:20.185038
Adutos de Morita-Baylis-Hillmann,1,650,2025-12-30T15:50:20.185038
Adventista do Sétimo Dia (IASD),1,650,2025-12-30T15:50:20.185038
Advérbio,1,700,2025-12-30T15:51:14.350394
Adverse effects,1,700,2025-12-30T15:51:14.350394
Advocacia,4,700,2025-12-30T15:51:14.350394
Advocacia-Geral da União (AGU),5,700,2025-12-30T15:51:14.350394
Advocacia-Geral da União (AGU) - administração,2,700,2025-12-30T15:51:14.350394
Advocacy,2,700,2025-12-30T15:51:14.350394
Advocacy coalition framework,2,700,2025-12-30T15:51:14.350394
Advocacy Coalition Framework (ACF),1,700,2025-12-30T15:51:14.350394
Advogado - profissão,1,700,2025-12-30T15:51:14.350394
Advogados,2,700,2025-12-30T15:51:14.350394
Aedes aegypti,28,700,2025-12-30T15:51:14.350394
Aedes aegypti - controle,3,700,2025-12-30T15:51:14.350394
Aedes aegypti - Manaus (AM),1,700,2025-12-30T15:51:14.350394
Aedes aegypti - reprodução,2,700,2025-12-30T15:51:14.350394
Aedes expert,1,700,2025-12-30T15:51:14.350394
AedesMaps,1,700,2025-12-30T15:51:14.350394
Aeroacústica,4,700,2025-12-30T15:51:14.350394
Aeróbios mesófilos,1,700,2025-12-30T15:51:14.350394
Aerodinâmica,4,700,2025-12-30T15:51:14.350394
Aerodinâmica do edifício,1,700,2025-12-30T15:51:14.350394
Aeródromo,2,700,2025-12-30T15:51:14.350394
Aeroelasticidade,1,700,2025-12-30T15:51:14.350394
Aerofólio,1,700,2025-12-30T15:51:14.350394
Aerofotogrametria,2,700,2025-12-30T15:51:14.350394
Aerogamaespectrometria,2,700,2025-12-30T15:51:14.350394
Aerogeofísica,3,700,2025-12-30T15:51:14.350394
Aerogeradores,9,700,2025-12-30T15:51:14.350394
Aerolevantamento,1,700,2025-12-30T15:51:14.350394
Aeromagnetometria,2,700,2025-12-30T15:51:14.350394
Aeronáutica,1,700,2025-12-30T15:51:14.350394
Aeronáutica comercial,3,700,2025-12-30T15:51:14.350394
Aeronaves,7,700,2025-12-30T15:51:14.350394
Aeronaves - fuselagem,2,700,2025-12-30T15:51:14.350394
Aeronaves remotamente pilotadas,7,700,2025-12-30T15:51:14.350394
Aeroportos,23,700,2025-12-30T15:51:14.350394
Aeroportos -  privatização,1,700,2025-12-30T15:51:14.350394
Aeroportos - administração,3,700,2025-12-30T15:51:14.350394
Aeroportos - concessões administrativas,8,700,2025-12-30T15:51:14.350394
Aeroportos - engenharia ambiental,1,700,2025-12-30T15:51:14.350394
Aeroportos - engenharia civil,2,700,2025-12-30T15:51:14.350394
Aeroportos - legislações,1,700,2025-12-30T15:51:14.350394
Aeroportos - localização,2,700,2025-12-30T15:51:14.350394
Aeroportos - medidas de segurança,4,700,2025-12-30T15:51:14.350394
Aeroportos - planejamento,9,700,2025-12-30T15:51:14.350394
Aeroportos - São Paulo,2,700,2025-12-30T15:51:14.350394
Aeroportos regionais,1,700,2025-12-30T15:51:14.350394
Aeroportos regionais - investimentos,1,700,2025-12-30T15:51:14.350394
Aerossaculite,1,700,2025-12-30T15:51:14.350394
Aesthesis,1,700,2025-12-30T15:51:14.350394
Aesthetic surgery,1,700,2025-12-30T15:51:14.350394
Afabilidade,1,750,2025-12-30T15:51:18.348929
Afânise,1,750,2025-12-30T15:51:18.348929
Afasia,2,750,2025-12-30T15:51:18.348929
Afasia de Broca,1,750,2025-12-30T15:51:18.348929
Afeganistão,7,750,2025-12-30T15:51:18.348929
Afetividade,21,750,2025-12-30T15:51:18.348929
Afeto,9,750,2025-12-30T15:51:18.348929
Afeto (Psicologia),13,750,2025-12-30T15:51:18.348929
Afeto (Psicologia) - ambiente de trabalho,1,750,2025-12-30T15:51:18.348929
Afeto (Psicologia) - estudantes,1,750,2025-12-30T15:51:18.348929
Afeto (Psicologia) - mulheres,1,750,2025-12-30T15:51:18.348929
Afeto - pedagogia,3,750,2025-12-30T15:51:18.348929
Afetos,1,750,2025-12-30T15:51:18.348929
Afetos políticos,1,750,2025-12-30T15:51:18.348929
Affordance,3,750,2025-12-30T15:51:18.348929
Afídeos,1,750,2025-12-30T15:51:18.348929
Afinamento convectivo,1,750,2025-12-30T15:51:18.348929
Afinidade molecular,1,750,2025-12-30T15:51:18.348929
Aflibercepte,1,750,2025-12-30T15:51:18.348929
Afloramento (Geologia),3,750,2025-12-30T15:51:18.348929
Afloramentos rochosos,2,750,2025-12-30T15:51:18.348929
África,29,750,2025-12-30T15:51:18.348929
África - América - Brasil,2,750,2025-12-30T15:51:18.348929
África - civilização,1,750,2025-12-30T15:51:18.348929
África - condições sociais,2,750,2025-12-30T15:51:18.348929
África - cultura,3,750,2025-12-30T15:51:18.348929
África - geografia,1,750,2025-12-30T15:51:18.348929
África - história,14,750,2025-12-30T15:51:18.348929
África - política e governo,3,750,2025-12-30T15:51:18.348929
África - política internacional,2,750,2025-12-30T15:51:18.348929
África - representações intelectuais,1,750,2025-12-30T15:51:18.348929
África contemporânea,1,750,2025-12-30T15:51:18.348929
África do Sul,15,750,2025-12-30T15:51:18.348929
África Ocidental,1,750,2025-12-30T15:51:18.348929
África portuguesa - migração,1,750,2025-12-30T15:51:18.348929
África Sub-Saara,1,750,2025-12-30T15:51:18.348929
África Subsaariana,1,750,2025-12-30T15:51:18.348929
Africanidades,2,750,2025-12-30T15:51:18.348929
Africanismos no português brasileiro,1,750,2025-12-30T15:51:18.348929
Africanos,3,750,2025-12-30T15:51:18.348929
