Termo Principal;Possíveis Duplicatas;Total Variações;Frequência Somada
Competências;Competências (100%) | Competências - educação (100%) | Competências cognitivas (100%) | Competências coletivas (100%) | Competências comportamentais (100%) | Competências conversacionais (100%) | Competências Educacionais (100%) | Competências em informação (100%) | Competências em informação e comunicação (100%) | Competências fônicas (100%) | Competências individuais (100%) | Competências interculturais (100%) | Competências não cognitivas (100%) | Competências oral e escrita (100%) | Competências para a sustentabilidade (100%) | Competências profissionais (100%) | Competências socioemocionais (100%) | Competências técnicas (100%) | Competências tecnológicas (100%) | Competências transportáveis (100%) | Controle externo - competências (100%) | Desenvolvimento de competências (100%) | Engenheiros - habilidades e competências (100%) | Ensino por competências (100%) | Exame Nacional para certificação de Competências de Jovens e Adultos (ENCCEJA) (100%) | Farmacêuticos - competências (100%) | Gaps de competências (100%) | Gestão de competências (100%) | Gestão de pessoas por competências (100%) | Gestão por competências (100%);30;87
Ensino superior - aspectos psicológicos;Aspectos psicológicos (100%) | Ensino (100%) | Ensino Superior (100%) | Ensino superior - aspectos psicológicos (100%) | Dor - aspectos psicológicos (92%) | Arte - aspectos psicológicos (90%) | Luto - aspectos psicológicos (90%) | Ensino superior - aspectos econômicos (89%) | Homem - aspectos psicológicos (88%) | Jogos - aspectos psicológicos (88%) | Morte - aspectos psicológicos (88%) | Tempo - aspectos psicológicos (88%) | Matemática - estudo e ensino - aspectos psicológicos (87%) | Adoção - aspectos psicológicos (87%) | Atores - aspectos psicológicos (87%) | Câncer - aspectos psicológicos (87%) | Idosos - aspectos psicológicos (87%) | Médico - aspectos psicológicos (87%) | Música - aspectos psicológicos (87%) | Região - aspectos psicológicos (87%) | Atletas - aspectos psicológicos (85%) | Doenças - aspectos psicológicos (85%) | Doentes - aspectos psicológicos (85%) | Escolas - aspectos psicológicos (85%) | Escrita - aspectos psicológicos (85%) | Família - aspectos psicológicos (85%) | Morfina - aspectos psicológicos (85%) | Velhice - aspectos psicológicos (85%) | Arritmia - aspectos psicológicos (84%) | Economia - aspectos psicológicos (84%);30;402
Crianças - desenvolvimento;Crianças (100%) | Crianças - desenvolvimento (100%) | Crianças - desvios do desenvolvimento (100%) | Desenvolvimento (100%) | Desenvolvimento da criança (88%) | Desenvolvimento - escalas (86%) | Plantas - desenvolvimento (86%) | Bebês - desenvolvimento (85%) | Haiti - desenvolvimento (85%) | Maracujá - desenvolvimento (85%) | Cursos - desenvolvimento (84%) | Inseto - desenvolvimento (84%) | Desenvolvimento local (83%) | Desenvolvimento moral (83%) | Desenvolvimento motor (83%) | Desenvolvimento rural (83%) | Flores - desenvolvimento (83%) | Turismo - desenvolvimento (82%) | Desenvolvimento adulto (81%) | Desenvolvimento foliar (81%) | Desenvolvimento global (81%) | Desenvolvimento humano (81%) | Desenvolvimento social (81%) | Desenvolvimento urbano (81%) | Talento - desenvolvimento (81%) | Desenvolvimento e educação (81%) | Educação e desenvolvimento (81%) | Asma - crianças (80%) | Comunidades - desenvolvimento (80%) | Crianças - arte (80%);30;480
Programa de Desenvolvimento do Turismo (PRODETUR);Desenvolvimento (100%) | programa (100%) | Programa de Desenvolvimento do Turismo (PRODETUR) (100%) | Turismo (100%) | Turismo - desenvolvimento (96%) | Desenvolvimento do self (88%) | Desenvolvimento de mudas (86%) | Zonas de desenvolvimento (86%) | Bancos de desenvolvimento (84%) | Desenvolvimento de escala (84%) | Desenvolvimento local (83%) | Desenvolvimento moral (83%) | Desenvolvimento motor (83%) | Desenvolvimento rural (83%) | Desenvolvimento de líderes (82%) | Desenvolvimento de pessoas (82%) | Desenvolvimento de produto (82%) | Desenvolvimento adulto (81%) | Desenvolvimento foliar (81%) | Desenvolvimento global (81%) | Desenvolvimento humano (81%) | Desenvolvimento social (81%) | Desenvolvimento urbano (81%) | Biologia do desenvolvimento (80%) | Desenvolvimento de coleções (80%) | Desenvolvimento de processo (80%) | Desenvolvimento de produtos (80%) | Desenvolvimento de projetos (80%) | Desenvolvimento de sistemas (80%) | Desenvolvimento de software (80%);30;412
Áreas rurais - Distrito Federal (Brasil);Áreas rurais (100%) | Áreas rurais - Distrito Federal (Brasil) (100%) | Distrito Federal (Brasil) (100%) | Cão - Distrito Federal (Brasil) (93%) | Aves - Distrito Federal (Brasil) (92%) | Soja - Distrito Federal (Brasil) (92%) | Distrito Federal (Brasil) - flora (90%) | Metrô - Distrito Federal (Brasil) (90%) | Saúde - Distrito Federal (Brasil) (90%) | Solos - Distrito Federal (Brasil) (90%) | Aves - Cerrados - Distrito Federal (Brasil) (89%) | Arte urbana - Distrito Federal (Brasil) (89%) | Dengue - Distrito Federal (Brasil) (89%) | Idosos - Distrito Federal (Brasil) (89%) | Jovens - Distrito Federal (Brasil) (89%) | Teatro - Distrito Federal (Brasil) (89%) | Tomate - Distrito Federal (Brasil) (89%) | Matas ripárias - Distrito Federal (Brasil) (88%) | Creches - Distrito Federal (Brasil) (87%) | Cultura - Distrito Federal (Brasil) (87%) | Distrito Federal (Brasil) - cultura (87%) | Emprego - Distrito Federal (Brasil) (87%) | Escolas - Distrito Federal (Brasil) (87%) | Esgotos - Distrito Federal (Brasil) (87%) | Família - Distrito Federal (Brasil) (87%) | Favelas - Distrito Federal (Brasil) (87%) | Plantas - Distrito Federal (Brasil) (87%) | Polícia - Distrito Federal (Brasil) (87%) | Cerrados - Distrito Federal (Brasil) (87%) | Turismo rural - Distrito Federal (Brasil) (86%);30;378
Logística - aspectos econômicos;Logística (100%) | Logística - aspectos econômicos (100%) | Clima - aspectos econômicos (88%) | Aspectos econômicos - Brasil (86%) | Brasil - aspectos econômicos (86%) | Feiras - aspectos econômicos (86%) | Índios - aspectos econômicos (86%) | Portos - aspectos econômicos (86%) | Sociologia - aspectos econômicos (86%) | Poluição - aspectos econômicos (85%) | Cenoura - aspectos econômicos (84%) | Mercado - aspectos econômicos (84%) | Turismo - aspectos econômicos (84%) | Criminologia - aspectos econômicos (83%) | Amazônia - aspectos econômicos (82%) | Covid-19 - aspectos econômicos (82%) | Educação - aspectos econômicos (82%) | Trabalho - aspectos econômicos (82%) | Logística - aspectos estratégicos (81%) | Agricultura e Estado - aspectos econômicos - Brasil - 1965-1990 (81%) | Agricultura familiar - aspectos econômicos (81%) | Agropecuária - aspectos econômicos (81%) | Área de proteção ambiental (APA) - aspectos econômicos (81%) | Concessões administrativas - aspectos econômicos (81%) | Concorrência - aspectos econômicos (81%) | Covid-19 - aspectos econômicos - Pará (81%) | Criminalidade - aspectos econômicos (81%) | Democracia - aspectos econômicos (81%) | Empresas multinacionais - aspectos econômicos (81%) | Energia da biomassa - aspectos econômicos (81%);30;78
Solos - erosão - Distrito Federal (Brasil);Distrito Federal (Brasil) (100%) | Erosão (100%) | Solos (100%) | Solos - Distrito Federal (Brasil) (100%) | Solos - erosão (100%) | Solos - erosão - Distrito Federal (Brasil) (100%) | Solos - uso - Distrito Federal (Brasil) (94%) | Cão - Distrito Federal (Brasil) (93%) | Aves - Distrito Federal (Brasil) (92%) | Soja - Distrito Federal (Brasil) (92%) | Solos - bacias hidrográficas - Distrito Federal (Brasil) (90%) | Solos - umidade - Distrito Federal (Brasil) (90%) | Distrito Federal (Brasil) - flora (90%) | Metrô - Distrito Federal (Brasil) (90%) | Saúde - Distrito Federal (Brasil) (90%) | Dengue - Distrito Federal (Brasil) (89%) | Idosos - Distrito Federal (Brasil) (89%) | Jovens - Distrito Federal (Brasil) (89%) | Teatro - Distrito Federal (Brasil) (89%) | Tomate - Distrito Federal (Brasil) (89%) | Escolas - Distrito Federal (Brasil) (88%) | Esgotos - Distrito Federal (Brasil) (88%) | Creches - Distrito Federal (Brasil) (87%) | Cultura - Distrito Federal (Brasil) (87%) | Distrito Federal (Brasil) - cultura (87%) | Emprego - Distrito Federal (Brasil) (87%) | Família - Distrito Federal (Brasil) (87%) | Favelas - Distrito Federal (Brasil) (87%) | Plantas - Distrito Federal (Brasil) (87%) | Polícia - Distrito Federal (Brasil) (87%);30;440
Solos - propriedades;Solos (100%) | Solos - propriedades (100%) | Solos - propriedades hidráulicas (100%) | Água - propriedades (85%) | Aço - estruturas - propriedades mecânicas (82%) | Acústica - propriedades (82%) | Alcasite (Odontologia) - propriedades (82%) | Áudio - propriedades (82%) | Cimentos dentários - propriedades mecânicas (82%) | Cimentos dentários - propriedades ópticas (82%) | Concreto - propriedades mecânicas (82%) | Concreto armado - propriedades mecânicas (82%) | Estanho - propriedades magnéticas (82%) | Gelação - matéria - propriedades (82%) | Grãos de quinoa e amaranto - propriedades físicas (82%) | Hematita - propriedades estruturais (82%) | Hematita - propriedades magnéticas (82%) | Hematita - propriedades ópticas (82%) | Homeopatia - propriedades (82%) | Madeira - pesquisa - propriedades mecânicas (82%) | Madeira - propriedades físicas (82%) | Madeira - propriedades mecânicas (82%) | Madeira - propriedades térmicas (82%) | Matéria - propriedades (82%) | Metais - propriedades eletrônicas (82%) | Metais - propriedades mecânicas (82%) | Metais - propriedades ópticas (82%) | Nanopartículas - propriedades magnéticas (82%) | Nanotubos de carbono - propriedades mecânicas (82%) | Ossos - propriedades mecânicas (82%);30;119
Alcoolismo - aspectos sociais;Alcoolismo (100%) | Alcoolismo - aspectos sociais (100%) | Aspectos sociais (100%) | Jornalismo - aspectos sociais (86%) | Poder - aspectos sociais (86%) | Alimentos - aspectos sociais (84%) | Telejornalismo - aspectos sociais (84%) | Cinema - aspectos sociais (84%) | Drogas - aspectos sociais (84%) | Índios - aspectos sociais (84%) | Música - aspectos sociais (84%) | Turismo - aspectos sociais (84%) | Turismo rural - aspectos sociais (82%) | Atletas - aspectos sociais (82%) | Ciência - aspectos sociais (82%) | Direito - aspectos sociais (82%) | Pobreza - aspectos sociais (82%) | Prisões - aspectos sociais (82%) | Alimentação - aspectos sociais (81%) | Automação - aspectos sociais (81%) | Amazônia - aspectos sociais (80%) | Bioética - aspectos sociais (80%) | Corpo humano - aspectos sociais (80%) | Crianças - aspectos sociais (80%) | Educação - aspectos sociais (80%) | Esportes - aspectos sociais (80%) | Infância - aspectos sociais (80%) | Mulheres - aspectos sociais (80%) | Natureza - aspectos sociais (80%) | Trabalho - aspectos sociais (80%);30;277
Engenharia de minas - Distrito Federal (Brasil);Distrito Federal (Brasil) (100%) | Engenharia (100%) | Engenharia de minas - Distrito Federal (Brasil) (100%) | Cão - Distrito Federal (Brasil) (93%) | Aves - Distrito Federal (Brasil) (92%) | Soja - Distrito Federal (Brasil) (92%) | Distrito Federal (Brasil) - flora (90%) | Metrô - Distrito Federal (Brasil) (90%) | Saúde - Distrito Federal (Brasil) (90%) | Solos - Distrito Federal (Brasil) (90%) | Dengue - Distrito Federal (Brasil) (89%) | Idosos - Distrito Federal (Brasil) (89%) | Jovens - Distrito Federal (Brasil) (89%) | Teatro - Distrito Federal (Brasil) (89%) | Tomate - Distrito Federal (Brasil) (89%) | Creches - Distrito Federal (Brasil) (87%) | Cultura - Distrito Federal (Brasil) (87%) | Distrito Federal (Brasil) - cultura (87%) | Emprego - Distrito Federal (Brasil) (87%) | Escolas - Distrito Federal (Brasil) (87%) | Esgotos - Distrito Federal (Brasil) (87%) | Família - Distrito Federal (Brasil) (87%) | Favelas - Distrito Federal (Brasil) (87%) | Plantas - Distrito Federal (Brasil) (87%) | Polícia - Distrito Federal (Brasil) (87%) | Bioética - Distrito Federal (Brasil) (86%) | Botânica - Distrito Federal (Brasil) (86%) | Cerrados - Distrito Federal (Brasil) (86%) | Distrito Federal (Brasil) - comércio (86%) | Distrito Federal (Brasil) - história (86%);30;389
Stein, Edith, 1891-1942 - crítica e interpretação;Crítica (100%) | Interpretação (100%) | Stein, Edith, 1891-1942 - crítica e interpretação (100%) | Canção - crítica e interpretação (88%) | Livros - crítica e interpretação (88%) | Platão - crítica e interpretação (88%) | Beowulf - crítica e interpretação (86%) | Arte - interpretação (86%) | Steiner, Rudolf, 1861-1925 - crítica e interpretação (85%) | Sócrates - crítica e interpretação (85%) | Zalmoxis - crítica e interpretação (85%) | Einstein, Carl, 1885-1940 - crítica e interpretação (82%) | Apocalipse - crítica e interpretação (82%) | Figes, Eva - crítica e interpretação (82%) | Literatura - crítica e interpretação (82%) | Interpretação vocal (81%) | Bíblia - interpretação (81%) | Teatro - interpretação (81%) | Stendhal, 1783-1842 - crítica e interpretação (81%) | Barreto, Lima, 1881-1922 - crítica e interpretação (81%) | Rawet, Samuel, 1929-1984 - crítica e interpretação (81%) | Aristófanes - crítica e interpretação (81%) | Aristóteles - crítica e interpretação (81%) | Dewey, John, 1859-1952 - crítica e interpretação (80%) | Rossi, Aldo, 1931-1997 - crítica e interpretação (80%) | Benjamin, Walter, 1892-1940 - crítica e interpretação (80%) | Bergson, Henri, 1859-1941 - crítica e interpretação (80%) | Eça, Luiz, 1936-1922 - crítica e interpretação (80%) | Freud, Sigmund, 1856-1939 - crítica e interpretação (80%) | Proust, Marcel, 1871-1922 - crítica e interpretação (80%);30;195
Bioquímica - estudo e ensino;Bioquímica (100%) | Bioquímica - estudo e ensino (100%) | Ensino (100%) | Estudo (100%) | Estudo e ensino (100%) | Química - estudo e ensino (94%) | Química - estudo e ensino - ensino médio (92%) | Bioética - estudo e ensino (89%) | Arte - estudo e ensino (87%) | Ótica - estudo e ensino (86%) | Iluminação - estudo e ensino (86%) | Biologia - estudo e ensino (85%) | Botânica - estudo e ensino (85%) | Piano - estudo e ensino (85%) | Saúde - estudo e ensino (85%) | Física - ensino e estudo (85%) | Física - estudo e  ensino (85%) | Física - estudo e ensino (85%) | Óptica - estudo e ensino (85%) | Química - estudo e ensino (Superior) (84%) | Informática - estudo e ensino (84%) | Linguística - estudo e ensino (84%) | Química orgânica - estudo e ensino (84%) | Cinema - estudo e ensino (83%) | Teatro - estudo e ensino (83%) | Lnguística - estudo e ensino (82%) | História - estudo e ensino (81%) | Medicina - estudo e ensino (81%) | Nutrição - estudo e ensino (81%) | Polimerização - estudo e ensino (81%);30;407
Mandioca - doenças e pragas;Doenças (100%) | Doenças e pragas (100%) | Mandioca (100%) | Mandioca - doenças e pragas (100%) | Pragas (100%) | Maçã - doenças e pragas (92%) | Uva - doenças e pragas (90%) | Alho - doenças e pragas (88%) | Café - doenças e pragas (88%) | Jiló - doenças e pragas (88%) | Nabo - doenças e pragas (88%) | Soja - doenças e pragas (88%) | Teca - doenças e pragas (88%) | Morango - doenças e pragas (87%) | Mamão - doenças e pragas (86%) | Melão - doenças e pragas (86%) | Milho - doenças e pragas (86%) | Mogno - doenças e pragas (86%) | Arroz - doenças e pragas (86%) | Amendoim - doenças e pragas (85%) | Macieira -  doenças e pragas (85%) | Maracujá - doenças e pragas (85%) | Banana - doenças e pragas (85%) | Quinoa - doenças e pragas (85%) | Alface - doenças e pragas (84%) | Cebola - doenças e pragas (84%) | Feijão - doenças e pragas (84%) | Flores - doenças e pragas (84%) | Goiaba - doenças e pragas (84%) | Pepino - doenças e pragas (84%);30;232
